Código,Descripción,Clase,Familia,Segmento
30102203,"Placa de hierro Lámina de metal plano y delgado de hierro plancha,plancha de hierro Plancha",,,
30102204,"Placa de acero Lámina de metal plano y delgado de acero plancha,plancha de acero Plancha",,,
30102205,Placa de acero,,,
30102206,"Placa de aluminio Lámina de metal plano y delgado de aluminio plancha,plancha de aluminio Plancha",,,
30102207,"Placa de magnesio Lámina de metal plano y delgado de magnesio plancha,plancha de magnesio Plancha",,,
30102208,"Placa de titanio Lámina de metal plano y delgado de titanio plancha,plancha de titanio Plancha",,,
30102209,"Placa de cobre Lámina de metal plano y delgado de cobre plancha,plancha de cobre Plancha",,,
30102210,"Placa de latón Lámina de metal plano y delgado de latón plancha,plancha de latón Plancha",,,
30102211,"Placa de bronce Lámina de metal plano y delgado de bronce plancha,plancha de bronce Plancha",,,
30102212,"Placa de zinc Lámina de metal plano y delgado de zinc plancha,plancha de cinc Plancha",,,
30102213,"Placa de estaño Lámina de metal plano y delgado de latón plancha,plancha de latón Plancha",,,
30102214,"Placa de plomo Lámina de metal plano y delgado de plomo plancha,plancha de plomo Plancha",,,
30102215,"Placa de plástico Lámina de metal plano y delgado de plástico plancha,plancha de plástico Plancha",,,
30102216,"Placa de caucho Lámina de metal plano y delgado de caucho plancha,plancha de caucho Plancha",,,
30102217,"Placa de concreto Lámina de metal plano y delgado de concreto plancha,plancha de hormigón Plancha",,,
30102218,Placa de metales,,,
30102220,"Placa de níquel Una fina capa de níquel depositada sobre una superficie, por",,,
30102301,Perfiles de aleación,,,
30102302,Perfiles de aleación,,,
30102303,Perfiles de hierro Una barra de hierro cuya sección transversal posee diferentes,,,
30102304,Perfiles de acero Una barra de acero cuya sección transversal posee diferentes,,,
30102305,Perfiles de acero,,,
30102306,Perfiles de aluminio Una barra de aluminio cuya sección transversal posee,,,
30102307,Perfiles de magnesio Una barra de magnesio cuya sección transversal posee,,,
30102308,Perfiles de titanio Una barra de titanio cuya sección transversal posee diferentes,,,
30102309,Perfiles de cobre Una barra de cobre cuya sección transversal posee diferentes,,,
30102310,Perfiles de latón Una barra de latón cuya sección transversal posee diferentes,,,
30102311,Perfiles de bronce Una barra de bronce cuya sección transversal posee,,,
30102312,Perfiles de zinc Una barra de zinc cuya sección transversal posee diferentes,,,
30102313,Perfiles de estaño Una barra de estaño cuya sección transversal posee,,,
30102314,Perfiles de plomo Una barra de plomo cuya sección transversal posee,,,
30102315,Perfiles de plástico Una barra de plástico cuya sección transversal posee,,,
30102316,Perfiles de caucho Una barra de caucho cuya sección transversal posee,,,
30102401,Varillas de aleación,,,
30102402,Varillas de aleación,,,
30102403,"Varillas de hierro Una pieza delgada recta o barra de hierro, a menudo tiene",,,
30102404,"Varillas de acero Una pieza delgada recta o barra de acero, a menudo tiene una",,,
30102405,Varillas de acero,,,
30102406,"Varillas de aluminio Una pieza delgada recta o barra de aluminio, a menudo tiene",,,
30102407,Varillas de magnesio,,,
30102408,"Varillas de titanio Una pieza delgada recta o barra de titanio, a menudo tiene",,,
30102409,"Varillas de cobre Una pieza delgada recta o barra de cobre, a menudo tiene",,,
30102410,"Varillas de latón Una pieza delgada recta o barra de latón, a menudo tiene una",,,
30102411,"Varillas de bronce Una pieza delgada recta o barra de bronce, a menudo tiene",,,
30102412,"Varillas de zinc Una pieza delgada recta o barra de zinc, a menudo tiene una",,,
30102413,"Varillas de estaño Una pieza delgada recta o barra de estaño, a menudo tiene",,,
30102414,"Varillas de plomo Una pieza delgada recta o barra de plomo, a menudo tiene",,,
30102415,"Varillas de plástico Una pieza delgada recta o barra de plástico, a menudo tiene",,,
30102416,"Varillas de caucho Una pieza delgada recta o barra de caucho, a menudo tiene",,,
30102417,"Varillas de níquel Una pieza delgada recta o barra de nickel, a menudo tiene",,,
30102501,Chapa de aleación,,,
30102502,Chapa de aleación,,,
30102503,"Chapa de hierro Hoja o lámina de metal, madera u otra materia chapa,chapa de hierro Chapa",,,
30102504,"Chapa de acero Hoja o lámina de metal, madera u otra materia chapa,chapa de acero Chapa",,,
30102505,Chapa de acero,,,
30102506,"Chapa de aluminio Hoja o lámina de metal, madera u otra materia chapa,chapa de aluminio Chapa",,,
30102507,"Chapa de magnesio Hoja o lámina de metal, madera u otra materia chapa,chapa de magnesio Chapa",,,
30102508,"Chapa de titanio Hoja o lámina de metal, madera u otra materia chapa,chapa de titanio Chapa",,,
30102509,"Chapa de cobre Hoja o lámina de metal, madera u otra materia chapa,chapa de cobre Chapa",,,
30102510,"Chapa de latón Hoja o lámina de metal, madera u otra materia chapa,chapa de latón Chapa",,,
30102511,"Chapa de bronce Hoja o lámina de metal, madera u otra materia chapa,chapa de bronce Chapa",,,
30102512,"Chapa de cinc Hoja o lámina de metal, madera u otra materia chapa,chapa de cinc Chapa",,,
30102513,"Chapa de estaño Hoja o lámina de metal, madera u otra materia chapa,chapa de estaño Chapa",,,
30102514,"Chapa de plomo Hoja o lámina de metal, madera u otra materia chapa,chapa de plomo Chapa",,,
30102515,"Chapa de plástico Hoja o lámina de metal, madera u otra materia chapa,chapa de plástico Chapa",,,
30102516,"Chapa de caucho Hoja o lámina de metal, madera u otra materia chapa,chapa de caucho Chapa",,,
30102517,"Chapa blindada Hoja o lámina de metal, madera u otra materia chapa,chapa blindada Chapa",,,
30102518,Chapa de aleación,,,
30102519,Chapa de metal,,,
30102520,"Chapa de níquel Hoja o lámina de metal, madera u otra materia chapa,chapa de níquel Chapa",,,
30102521,Hoja de goma de,,,
30102522,Hoja de corcho y,,,
30102523,Hoja de fibra,,,
30102525,Hoja de fibra y goma,,,
30102526,Láminas de asbesto,,,
30102601,Banda de acero,,,
30102602,Banda de acero no,,,
30102603,"Banda de hierro Una pieza larga, delgada hecha de hierro banda,banda de hierro Banda",,,
30102604,"Banda de acero Una pieza larga, delgada hecha de acero banda,banda de acero Banda",,,
30102605,Banda de acero,,,
30102606,"Banda de aluminio Una pieza larga, delgada hecha de aluminio banda,banda de aluminio Banda",,,
30102607,"Banda de magnesio Una pieza larga, delgada hecha de magnesio banda,banda de magnesio Banda",,,
30102608,"Banda de titanio Una pieza larga, delgada hecha de titanio banda,banda de titanio Banda",,,
30102609,"Banda de cobre Una pieza larga, delgada hecha de cobre banda,banda de cobre Banda",,,
30102610,"Banda de latón Una pieza larga, delgada hecha de latón banda,banda de latón Banda",,,
30102611,"Banda de bronce Una pieza larga, delgada hecha de bronce banda,banda de bronce Banda",,,
30102612,"Banda de cinc Una pieza larga, delgada hecha de cinc banda,banda de cinc Banda",,,
30102613,"Banda de estaño Una pieza larga, delgada hecha de estaño banda,banda de estaño Banda",,,
30102614,"Banda de plomo Una pieza larga, delgada hecha de plomo banda,banda de plomo Banda",,,
30102615,"Banda de plástico Una pieza larga, delgada hecha de plástico banda,banda de plástico Banda",,,
30102616,"Banda de caucho Una pieza larga, delgada hecha de caucho banda,banda de caucho Banda",,,
30102801,Pilares de aluminio,,,
30102802,Pilares de concreto,,,
30102803,Pilares de acero,,,
30102901,Postes de cemento o,,,
30102903,Postes de metal,,,
30102904,Postes de madera,,,
30102905,Postes de plástico,,,
30102906,Postes de fibra de,,,
30103001,Sistema de ejes de,,,
30103002,Sistema de ejes de,,,
30103101,Rieles de acero Un miembro estructural horizontal de acero en una puerta o,,,
30103102,Rieles de aluminio Un miembro estructural horizontal de aluminio en una puerta,,,
30103103,Rieles de metal Un miembro estructural horizontal de metal en una puerta o,,,
30103201,Rejilla de acero,,,
30103202,Rejilla de acero,,,
30103203,Rejilla de aluminio,,,
30103204,Rejilla de fibra de,,,
30103205,Rejilla de hierro,,,
30103206,Rejilla de plástico,,,
30103301,"Moldura de aluminio Parte saliente de perfil uniforme elaborado de aluminio, que",,,
30103302,"Moldura de latón Parte saliente de perfil uniforme elaborado de latón, que sirve",,,
30103303,"Molduras de bronce Parte saliente de perfil uniforme elaborado con bronce, que",,,
30103304,"Molduras de cobre Parte saliente de perfil uniforme elaborado con cobre, que",,,
30103305,"Molduras de plomo Parte saliente de perfil uniforme elaborado con plomo, que",,,
30103306,"Molduras de cinc Parte saliente de perfil uniforme elaborado con cinc, que sirve",,,
30103307,"Molduras de acero Parte saliente de perfil uniforme elaborado con acero, que",,,
30103308,"Molduras de titanio Parte saliente de perfil uniforme elaborado con titanio, que",,,
30103309,Molduras de,,,
30103310,Molduras de metal,,,
30103311,Molduras de metales,,,
30103312,Molduras de metales,,,
30103313,Molduras no,,,
30103401,"Lingotes de aluminio Trozo o barra de aluminio en bruto fundido. lingotes,lingotes de aluminio Lingotes",,,
30103402,"Lingotes de latón Trozo o barra de latón en bruto fundido lingotes,lingotes de latón Lingotes",,,
30103403,"Lingotes de plomo Trozo o barra de plomo en bruto fundido lingotes,lingotes de plomo Lingotes",,,
30103404,"Lingotes de cinc Trozo o barra de cinc en bruto fundido lingotes,lingotes de cinc Lingotes",,,
30103405,"Lingotes de acero Trozo o barra de acero en bruto fundido lingotes,lingotes de acero Lingotes",,,
30103406,"Lingotes de magnesio Trozo o barra de magnesio en bruto fundido lingotes,lingotes de magnesio Lingotes",,,
30103407,"Lingotes de bronce Trozo o barra de bronce en bruto fundido lingotes,lingotes de bronce Lingotes",,,
30103408,"Lingotes de cobre Trozo o barra de cobre en bruto fundido lingotes,lingotes de cobre Lingotes",,,
30103409,"Lingotes de titanio Trozo o barra de titanio en bruto fundido lingotes,lingotes de titanio Lingotes",,,
30103410,Lingotes de metal,,,
30103413,"Lingotes no metálicos Trozo o barra de no metálicos en bruto fundido lingotes,lingotes no metálicos Lingotes",,,
30103501,Núcleo de panal de,,,
30103502,Núcleo de panal de,,,
30103503,Núcleo de panal de,,,
30103504,Núcleo de panal de,,,
30103505,Núcleo de panal de,,,
30103506,Núcleo de panal de,,,
30103507,Núcleo de panal de,,,
30103508,Núcleo de panal de,,,
30103509,Núcleo de panal de,,,
30103510,Núcleo de panal de,,,
30103511,Núcleo de panal de,,,
30103512,Núcleo de panal de,,,
30103513,Núcleo de panal de,,,
30103514,Núcleo de panal de,,,
30103515,Núcleo de panal de,,,
30103601,"Vigas de madera Una pieza grande, oblonga de madera utilizada especialmente",,,
30103602,Vigas compuestas de,,,
30103603,Madera para marcos,,,
30103604,Revestimiento o,,,
30103605,Tablones de madera,,,
30103606,Armazones de,,,
30103607,Viguetas de madera,,,
30103608,Postes de madera o,,,
30103701,Trenza de acero,,,
30111501,Concreto aireado,,,
30111502,Concreto conductor,,,
30111503,"Concreto aislante Hormigón ligero, de baja conductividad térmica, que contiene",,,
30111504,Morteros,,,
30111601,Cemento,,,
30111602,Cal clorada,,,
30111603,Cal hidráulica La Cal Hidráulica es una cal en polvo y parcialmente apagada,,,
30111604,Cal apagada,,,
30111605,Cal magra,,,
30111606,Lechada de cemento,,,
30111607,Cal viva,,,
30111701,Enlucido de yeso,,,
30121501,Alquitrán de carbón,,,
30121503,Creosota,,,
30121601,Asfalto Mezcla sólida y compacta de hidrocarburos y minerales que,,,
30121602,Brea,,,
30121603,Gilsonita,,,
30121604,Residuos de,,,
30121605,Marcos de pozo con,,,
30131501,Bloques de cemento,,,
30131502,Bloques de concreto,,,
30131503,Bloques de piedra,,,
30131504,"Bloques de cerámica Bloques de un sólido inorgánico, no metálico preparado por",,,
30131601,Ladrillos de cemento Masa de arcilla cocida con forma de prisma rectangular,,,
30131602,Ladrillos de cerámica Masa de arcilla cocida con forma de prisma rectangular,,,
30131603,Ladrillos de concreto Masa de arcilla cocida con forma de prisma rectangular,,,
30131604,Ladrillos de piedra Masa de arcilla cocida con forma de prisma rectangular,,,
30131701,Azulejos o baldosas,,,
30131702,Losas o baldosas de,,,
30131703,Losas o baldosas de,,,
30131704,Losas o baldosas de,,,
30131705,Lápidas,,,
30141501,Burletes,,,
30141502,Colchas aislantes,,,
30141503,Aislamiento de,,,
30141504,Bloques para,,,
30141505,Revestimiento de,,,
30141506,Aislamiento de,,,
30141507,Aislamiento de tabla,,,
30141508,Aislamiento de fibra,,,
30141510,Barrido de puerta Tira flexible utilizada en los bordes superior e inferior de una,,,
30141511,Película de ventana,,,
30141512,Kits de aislamiento,,,
30141513,Ladrillos aislantes,,,
30141601,Aislación acústica Un material utilizado para disminuir la energía del sonido que,,,
30141603,Escudos térmicas,,,
30151501,Techado prearmado Hoja de Composición para techos en rollos de la que se haya,,,
30151502,"Valles de techo Un techo que tiene una o más valles material para tejados y techos,limahoyas Material para tejados y",,,
30151503,Textiles de techado Una nervadura hecha de láminas de madera de diferentes,,,
30151504,"Cartones para techar Papel grueso de asfalto impregnado utilizado para el techado. material para tejados y techos,cartones para",,,
30151505,Membranas para,,,
30151506,"Tejas Pieza de barro cocido hecha en forma acanalada,y a veces",,,
30151507,"Huelgos Un guijarro áspero utilizado para cubrir edificios rústicos,",,,
30151508,"Tejas de asfalto Pieza de madera hecha en forma acanalada,y a veces",,,
30151509,Armazones,,,
30151510,"Tejados de pizarra Un techo cubierto con pizarra material para tejados y techos,tejados de",,,
30151601,Plafones de tejado,,,
30151602,Planchas de,,,
30151603,Parada de grava Una parada de grava es una fabricación de metal de hoja,,,
30151604,Brochas para techos Un drenaje para recibir el agua que se ha acumulado en la,,,
30151605,Drenajes de tejados Un drenaje para recibir el agua que se ha acumulado en la,,,
30151606,Ruedas de trapo,,,
30151607,Claraboyas de,,,
30151608,"Sofitos La parte inferior de un componente estructural, tal como una",,,
30151609,Bordes de tejado,,,
30151610,Escarificadores de,,,
30151701,Boquillas de bajantes,,,
30151702,Dinteles para goteo Tapas de goteo son proyecciones colocadas en el exterior de,,,
30151703,Canaletas,,,
30151704,Bloques contra,,,
30151801,"Postigos Una tapa de bisagra o pantalla para una ventana,",,,
30151802,Recubrimiento Es la cubierta exterior o revestimiento de una casa destinada,,,
30151804,Chapas para,,,
30151805,Estucado,,,
30151806,Muros de bloque de,,,
30151901,Toldos,,,
30151902,Marquesinas,,,
30152001,"Cercado de metal Estructura que sirve como recinto, barrera o límite hecha de",,,
30152002,"Cercado de madera Estructura que sirve como recinto, barrera o límite hecha de",,,
30152003,Vallado de,,,
30152101,"Acero de perdigones Acero para hacer las bolas pequeñas que, junto con otras,",,,
30161501,Fibra prensada,,,
30161502,Papel de colgadura,,,
30161503,Drywall,,,
30161504,Protectores de,,,
30161505,Paneles o,,,
30161507,Compuestos unión,,,
30161508,Rodillo de papel de,,,
30161509,Tabla de yeso,,,
30161601,Baldosines acústicos,,,
30161602,Paneles para techos Es un tipo de material de acabado para techo utilizado en el,,,
30161603,Encofrados,,,
30161604,Sistemas de cielo,,,
30161701,"Alfombrado Conjunto de alfombras de un lugar: suelos,alfombrado,alfombrado,alfombra,cubre",,,
30161702,Pisos de madera,,,
30161703,Linóleo,,,
30161705,Pisos de caucho,,,
30161706,Pisos de baldosa o,,,
30161707,"Pisos de vinilo Suelos hechos de plástico brillante, duro y flexible. suelos,pisos vinilicos,suelos de",,,
30161708,Alfombras de nudos,,,
30161709,Alfombras de,,,
30161710,Pisos laminados,,,
30161711,Alfombras para,,,
30161712,Perfiles laminados,,,
30161713,Almohadilla para,,,
30161714,Suelo de corcho,,,
30161715,Enrejados de madera,,,
30161716,Separadores de,,,
30161717,Pisos para accesos,,,
30161718,Piso de acero,,,
30161719,Fieltro para,,,
30161801,Armarios,,,
30161802,Encimeras,,,
30161901,Puertas de rejilla,,,
30161902,Columnas,,,
30161903,Paneles de madera Los paneles o piezas de madera con el cual se revisten,,,
30161904,Cornisas,,,
30161905,"Cercos de puertas Un elemento decorativo o la estructura en torno a una puerta; moldeado y carpinteria mecanica,cercos de",,,
